resource,bytes,organisations,endpoints,start-date,end-date
2b5146a0ca0b8f464b4f3a3978c656bdfefc4f722e104418faed7aa17af756b8,2807,government-organisation:OT1056,66730baaf4d462c19a5051c278129b902482f7de96b930c62d23d482e85b03e5,2020-07-04,2020-12-15
441355ecf5aee71113d9833981206349235a339b4ec88b924a0aa5e2590a1ebe,1706,government-organisation:OT1056,a40ed40ded2b89c46b0ccb6e8a5af7cc2154326e9b4014969a31460724d0fbff,2020-05-15,2020-12-15
6d62009568d56011a4c2dc84a7f1190cbfff8a5dbaf3b24cb600b90685ad952c,14407,government-organisation:OT1056,66de2d91b12fd1cb18c3babf02ceadb69622ac22a87e73f75b5643fcf6b60e76,2020-05-15,2020-12-15
89be2b04f644f8918bcb3a30dc19491c122d7fc67f3b3130bd55bb45cf36e418,18645,government-organisation:OT1056,27b999c89602a101c4f8c3306eddd8893b7770b5d10efa0ff650d9a6ff0c71fc,2020-05-15,2020-12-15
