dataset,field,field-dataset,guidance,hint,version
tree,address,,,,1
tree,address-text,,,,1
tree,description,,,,1
tree,end-date,,,,1
tree,entity,,,,1
tree,entry-date,,,,1
tree,geometry,,,,1
tree,name,,,,1
tree,notes,,,,1
tree,organisation,,,,1
tree,point,,,,1
tree,prefix,,,,1
tree,reference,,,,1
tree,start-date,,,,1
tree,tree,,,,1
tree,tree-preservation-order,,,,1
tree,tree-preservation-order-tree,,,,1
tree,tree-species,,,,1
typology,description,,,,1
typology,end-date,,,,1
typology,entry-date,,,,1
typology,name,,,,1
typology,plural,,,,1
typology,start-date,,,,1
typology,text,,,,1
typology,typology,,,,1
typology,wikidata,,,,1
typology,wikipedia,,,,1
waste-authority,billing-authority,,,,1
waste-authority,company,,,,1
waste-authority,end-date,,,,1
waste-authority,entity,,,,1
waste-authority,entry-date,,,,1
waste-authority,name,,,,1
waste-authority,notes,,,,1
waste-authority,opendatacommunities-uri,,,,1
waste-authority,parliament-thesaurus,,,,1
waste-authority,prefix,,,,1
waste-authority,reference,,,,1
waste-authority,region,,,,1
waste-authority,start-date,,,,1
waste-authority,statistical-geography,,,,1
waste-authority,twitter,,,,1
waste-authority,website,,,,1
waste-authority,wikidata,,,,1
waste-authority,wikipedia,,,,1
wildbelt,categories,,,,1
wildbelt,documentation-url,,,,1
wildbelt,end-date,,,,1
wildbelt,entity,,,,1
wildbelt,entry-date,,,,1
wildbelt,geography,,,,1
wildbelt,geometry,,,,1
wildbelt,legislation,,,,1
wildbelt,name,,,,1
wildbelt,notes,,,,1
wildbelt,organisation,,,,1
wildbelt,point,,,,1
wildbelt,prefix,,,,1
wildbelt,reference,,,,1
wildbelt,start-date,,,,1
wildbelt,wildbelt,,,,1
wildlife,categories,,,,1
wildlife,documentation-url,,,,1
wildlife,end-date,,,,1
wildlife,entity,,,,1
wildlife,entry-date,,,,1
wildlife,geography,,,,1
wildlife,geometry,,,,1
wildlife,legislation,,,,1
wildlife,name,,,,1
wildlife,notes,,,,1
wildlife,organisation,,,,1
wildlife,point,,,,1
wildlife,prefix,,,,1
wildlife,reference,,,,1
wildlife,start-date,,,,1
wildlife,wildlife,,,,1
world-heritage-site-buffer-zone,documentation-url,,,,1
world-heritage-site-buffer-zone,end-date,,,,1
world-heritage-site-buffer-zone,entity,,,,1
world-heritage-site-buffer-zone,entry-date,,,,1
world-heritage-site-buffer-zone,geography,,,,1
world-heritage-site-buffer-zone,geometry,,,,1
world-heritage-site-buffer-zone,name,,,,1
world-heritage-site-buffer-zone,notes,,,,1
world-heritage-site-buffer-zone,organisation,,,,1
world-heritage-site-buffer-zone,point,,,,1
world-heritage-site-buffer-zone,prefix,,,,1
world-heritage-site-buffer-zone,reference,,,,1
world-heritage-site-buffer-zone,start-date,,,,1
world-heritage-site-buffer-zone,world-heritage-site,,,,1
world-heritage-site,documentation-url,,,,1
world-heritage-site,end-date,,,,1
world-heritage-site,entity,,,,1
world-heritage-site,entry-date,,,,1
world-heritage-site,geometry,,,,1
world-heritage-site,name,,,,1
world-heritage-site,notes,,,,1
world-heritage-site,organisation,,,,1
world-heritage-site,point,,,,1
world-heritage-site,prefix,,,,1
world-heritage-site,reference,,,,1
world-heritage-site,start-date,,,,1
world-heritage-site,wikidata,,,,1
world-heritage-site,wikipedia,,,,1
world-heritage-site,world-heritage-convention-site,,,,1
tree-preservation-zone,address-text,,,,2
tree-preservation-zone,description,,,,2
tree-preservation-zone,end-date,,,,2
tree-preservation-zone,entity,,,,2
tree-preservation-zone,entry-date,,,,2
tree-preservation-zone,geometry,,,,2
tree-preservation-zone,name,,,,2
tree-preservation-zone,notes,,,,2
tree-preservation-zone,organisation,,,,2
tree-preservation-zone,point,,,,2
tree-preservation-zone,prefix,,,,2
tree-preservation-zone,reference,,,,2
tree-preservation-zone,start-date,,,,2
tree-preservation-zone,tree-preservation-order,,,,2
tree-preservation-zone,tree-preservation-zone-type,,,,2
tree-preservation-zone,tree-species-list,,,,2
tree-preservation-zone,uprn,,,,2
tree-preservation-order,confirmed-date,,,,2
tree-preservation-order,description,,,,2
tree-preservation-order,document-url,,,,2
tree-preservation-order,documentation-url,,,,2
tree-preservation-order,end-date,,,,2
tree-preservation-order,entity,,,,2
tree-preservation-order,entry-date,,,,2
tree-preservation-order,legislation,,,,2
tree-preservation-order,made-date,,,,2
tree-preservation-order,name,,,,2
tree-preservation-order,notes,,,,2
tree-preservation-order,organisation,,,,2
tree-preservation-order,prefix,,,,2
tree-preservation-order,reference,,,,2
tree-preservation-order,start-date,,,,2
article-4-direction-area,address-text,,,,2
article-4-direction-area,article-4-direction,,,,2
article-4-direction-area,description,,,,2
article-4-direction-area,end-date,,,,2
article-4-direction-area,entity,,,,2
article-4-direction-area,entry-date,,,,2
article-4-direction-area,geometry,,,,2
article-4-direction-area,name,,,,2
article-4-direction-area,notes,,,,2
article-4-direction-area,organisation,,,,2
article-4-direction-area,permitted-development-rights,,,,2
article-4-direction-area,point,,,,2
article-4-direction-area,prefix,,,,2
article-4-direction-area,reference,,,,2
article-4-direction-area,start-date,,,,2
article-4-direction-area,uprn,,,,2
infrastructure-project-decision,description,,,,1
infrastructure-project-decision,end-date,,,,1
infrastructure-project-decision,entity,,,,1
infrastructure-project-decision,entry-date,,,,1
infrastructure-project-decision,name,,,,1
infrastructure-project-decision,notes,,,,1
infrastructure-project-decision,organisation,,,,1
infrastructure-project-decision,prefix,,,,1
infrastructure-project-decision,reference,,,,1
infrastructure-project-decision,start-date,,,,1
infrastructure-project-document-type,description,,,,1
infrastructure-project-document-type,end-date,,,,1
infrastructure-project-document-type,entity,,,,1
infrastructure-project-document-type,entry-date,,,,1
infrastructure-project-document-type,name,,,,1
infrastructure-project-document-type,notes,,,,1
infrastructure-project-document-type,organisation,,,,1
infrastructure-project-document-type,prefix,,,,1
infrastructure-project-document-type,reference,,,,1
infrastructure-project-document-type,start-date,,,,1
infrastructure-project-document,description,,,,1
infrastructure-project-document,document-type,infrastructure-project-type,,,1
infrastructure-project-document,document-url,,,,1
infrastructure-project-document,documentation-url,,,,1
infrastructure-project-document,end-date,,,,1
infrastructure-project-document,entity,,,,1
infrastructure-project-document,entry-date,,,,1
infrastructure-project-document,name,,,,1
infrastructure-project-document,infrastructure-project,,,,1
infrastructure-project-document,notes,,,,1
infrastructure-project-document,organisation,,,,1
infrastructure-project-document,prefix,,,,1
infrastructure-project-document,reference,,,,1
infrastructure-project-document,start-date,,,,1
infrastructure-project-event,description,,,,1
infrastructure-project-event,end-date,,,,1
infrastructure-project-event,entity,,,,1
infrastructure-project-event,entry-date,,,,1
infrastructure-project-event,name,,,,1
infrastructure-project-event,notes,,,,1
infrastructure-project-event,organisation,,,,1
infrastructure-project-event,prefix,,,,1
infrastructure-project-event,reference,,,,1
infrastructure-project-event,start-date,,,,1
infrastructure-project-log,description,,,,1
infrastructure-project-log,end-date,,,,1
infrastructure-project-log,entity,,,,1
infrastructure-project-log,entry-date,,,,1
infrastructure-project-log,event-date,,,,1
infrastructure-project-log,infrastructure-project,,,,1
infrastructure-project-log,infrastructure-project-event,,,,1
infrastructure-project-log,name,,,,1
infrastructure-project-log,notes,,,,1
infrastructure-project-log,organisation,,,,1
infrastructure-project-log,prefix,,,,1
infrastructure-project-log,reference,,,,1
infrastructure-project-log,start-date,,,,1
infrastructure-project-type,description,,,,1
infrastructure-project-type,end-date,,,,1
infrastructure-project-type,entity,,,,1
infrastructure-project-type,entry-date,,,,1
infrastructure-project-type,name,,,,1
infrastructure-project-type,notes,,,,1
infrastructure-project-type,organisation,,,,1
infrastructure-project-type,prefix,,,,1
infrastructure-project-type,reference,,,,1
infrastructure-project-type,start-date,,,,1
infrastructure-project,applicant-organisation,,,,1
infrastructure-project,decision-date,,,,1
infrastructure-project,decision-maker,,,,1
infrastructure-project,description,,,,1
infrastructure-project,documentation-url,,,,1
infrastructure-project,end-date,,,,1
infrastructure-project,entity,,,,1
infrastructure-project,entry-date,,,,1
infrastructure-project,geometry,,,,1
infrastructure-project,name,,,,1
infrastructure-project,notes,,,,1
infrastructure-project,organisation,,,,1
infrastructure-project,point,,,,1
infrastructure-project,infrastructure-project-type,,,,1
infrastructure-project,infrastructure-project-decision,,,,1
infrastructure-project,prefix,,,,1
infrastructure-project,reference,,,,1
infrastructure-project,start-date,,,,1
development-plan-event,end-date,,,,1
development-plan-event,entity,,,,1
development-plan-event,entry-date,,,,1
development-plan-event,name,,,,1
development-plan-event,notes,,,,1
development-plan-event,description,,,,1
development-plan-event,prefix,,,,1
development-plan-event,reference,,,,1
development-plan-event,start-date,,,,1
planning-application-category,end-date,,,,1
planning-application-category,entity,,,,1
planning-application-category,entry-date,,,,1
planning-application-category,name,,,,1
planning-application-category,notes,,,,1
planning-application-category,description,,,,1
planning-application-category,prefix,,,,1
planning-application-category,reference,,,,1
planning-application-category,start-date,,,,1
development-plan-geography-type,end-date,,,,1
development-plan-geography-type,entity,,,,1
development-plan-geography-type,entry-date,,,,1
development-plan-geography-type,name,,,,1
development-plan-geography-type,notes,,,,1
development-plan-geography-type,prefix,,,,1
development-plan-geography-type,reference,,,,1
development-plan-geography-type,start-date,,,,1
development-plan-geography,development-plan-geography-type,,,,1
development-plan-geography,end-date,,,,1
development-plan-geography,entity,,,,1
development-plan-geography,entry-date,,,,1
development-plan-geography,name,,,,1
development-plan-geography,geometry,,,,1
development-plan-geography,point,,,,1
development-plan-geography,notes,,,,1
development-plan-geography,description,,,,1
development-plan-geography,prefix,,,,1
development-plan-geography,reference,,,,1
development-plan-geography,start-date,,,,1
development-plan,description,,,,2
development-plan,development-plan-type,,,,2
development-plan,documentation-url,,,,2
development-plan,document-url,,,,2
development-plan,end-date,,,,2
development-plan,entity,,,,2
development-plan,entry-date,,,,2
development-plan,development-plan-geography,,,,2
development-plan,name,,,,2
development-plan,notes,,,,2
development-plan,organisations,,,,2
development-plan,period-end-date,,,,2
development-plan,period-start-date,,,,2
development-plan,prefix,,,,2
development-plan,reference,,,,2
development-plan,start-date,,,,2
design-code-status,description,,,,1
development-plan,adopted-date,,,,3
development-plan,description,,,,3
development-plan,development-plan-type,,,,3
development-plan,documentation-url,,,,3
development-plan,document-url,,,,3
development-plan,end-date,,,,3
development-plan,entity,,,,3
development-plan,entry-date,,,,3
development-plan,development-plan-geography,,,,3
development-plan,name,,,,3
development-plan,notes,,,,3
development-plan,organisations,,,,3
development-plan,period-end-date,,,,3
development-plan,period-start-date,,,,3
development-plan,prefix,,,,3
development-plan,reference,,,,3
development-plan,start-date,,,,3
development-plan-document-type,description,,,,1
development-plan-document-type,end-date,,,,1
development-plan-document-type,entity,,,,1
development-plan-document-type,entry-date,,,,1
development-plan-document-type,name,,,,1
development-plan-document-type,notes,,,,1
development-plan-document-type,prefix,,,,1
development-plan-document-type,reference,,,,1
development-plan-document-type,start-date,,,,1
flood-risk-level,end-date,,,,2
flood-risk-level,entity,,,,2
flood-risk-level,entry-date,,,,2
flood-risk-level,name,,,,2
flood-risk-level,notes,,,,2
flood-risk-level,prefix,,,,2
flood-risk-level,reference,,,,2
flood-risk-level,start-date,,,,2
flood-risk-type,end-date,,,,2
flood-risk-type,entity,,,,2
flood-risk-type,entry-date,,,,2
flood-risk-type,name,,,,2
flood-risk-type,notes,,,,2
flood-risk-type,prefix,,,,2
flood-risk-type,reference,,,,2
flood-risk-type,start-date,,,,2
organisation,local-planning-authority,,,,1
issue-type,responsibility,,,,1
planning-application-condition,applied-date,,,,1
planning-application-condition,description,,,,1
planning-application-condition,discharged-date,,,,1
planning-application-condition,end-date,,,,1
planning-application-condition,entity,,,,1
planning-application-condition,entry-date,,,,1
planning-application-condition,name,,,,1
planning-application-condition,notes,,,,1
planning-application-condition,organisation,,,,1
planning-application-condition,planning-application,,,,1
planning-application-condition,planning-condition,,,,1
planning-application-condition,prefix,,,,1
planning-application-condition,reference,,,,1
planning-application-condition,start-date,,,,1
planning-condition-purpose,description,,,,1
planning-condition-purpose,end-date,,,,1
planning-condition-purpose,entity,,,,1
planning-condition-purpose,entry-date,,,,1
planning-condition-purpose,name,,,,1
planning-condition-purpose,notes,,,,1
planning-condition-purpose,organisation,,,,1
planning-condition-purpose,prefix,,,,1
planning-condition-purpose,reference,,,,1
planning-condition-purpose,start-date,,,,1
planning-condition-target,description,,,,1
planning-condition-target,end-date,,,,1
planning-condition-target,entity,,,,1
planning-condition-target,entry-date,,,,1
planning-condition-target,name,,,,1
planning-condition-target,notes,,,,1
planning-condition-target,organisation,,,,1
planning-condition-target,prefix,,,,1
planning-condition-target,reference,,,,1
planning-condition-target,start-date,,,,1
planning-condition-type,description,,,,1
planning-condition-type,end-date,,,,1
planning-condition-type,entity,,,,1
planning-condition-type,entry-date,,,,1
planning-condition-type,name,,,,1
planning-condition-type,notes,,,,1
planning-condition-type,organisation,,,,1
planning-condition-type,prefix,,,,1
planning-condition-type,reference,,,,1
planning-condition-type,start-date,,,,1
planning-condition,description,,,,1
planning-condition,end-date,,,,1
planning-condition,entity,,,,1
planning-condition,entry-date,,,,1
planning-condition,name,,,,1
planning-condition,notes,,,,1
planning-condition,organisation,,,,1
planning-condition,planning-condition-target,,,,1
planning-condition,planning-condition-type,,,,1
planning-condition,planning-condition-purpose,,,,1
planning-condition,prefix,,,,1
planning-condition,reference,,,,1
planning-condition,start-date,,,,1
national-park-authority,national-park,,,,1
design-code-category,description,,,,1
organisation,dataset,,,,1
organisation,local-authority-district,,,,1
organisation,national-park,,,,1
local-nature-reserve,end-date,,,,1
local-nature-reserve,entity,,,,1
local-nature-reserve,entry-date,,,,1
local-nature-reserve,geometry,,,,1
local-nature-reserve,name,,,,1
local-nature-reserve,notes,,,,1
local-nature-reserve,organisation,,,,1
local-nature-reserve,point,,,,1
local-nature-reserve,prefix,,,,1
local-nature-reserve,reference,,,,1
local-nature-reserve,start-date,,,,1
national-nature-reserve,end-date,,,,1
national-nature-reserve,entity,,,,1
national-nature-reserve,entry-date,,,,1
national-nature-reserve,geometry,,,,1
national-nature-reserve,name,,,,1
national-nature-reserve,notes,,,,1
national-nature-reserve,organisation,,,,1
national-nature-reserve,point,,,,1
national-nature-reserve,prefix,,,,1
national-nature-reserve,reference,,,,1
national-nature-reserve,start-date,,,,1
title-boundary,end-date,,,,1
title-boundary,entity,,,,1
title-boundary,entry-date,,,,1
title-boundary,geometry,,,,1
title-boundary,name,,,,1
title-boundary,notes,,,,1
title-boundary,organisation,,,,1
title-boundary,point,,,,1
title-boundary,prefix,,,,1
title-boundary,reference,,,,1
title-boundary,start-date,,,,1
dataset,github-discussion,,,,1
infrastructure-funding-statement,document-url,,,,2
infrastructure-funding-statement,documentation-url,,,,2
infrastructure-funding-statement,end-date,,,,2
infrastructure-funding-statement,entity,,,,2
infrastructure-funding-statement,entry-date,,,,2
infrastructure-funding-statement,infrastructure-funding-statement,,,,2
infrastructure-funding-statement,name,,,,2
infrastructure-funding-statement,notes,,,,2
infrastructure-funding-statement,organisation,,,,2
infrastructure-funding-statement,period-end-date,,,,2
infrastructure-funding-statement,period-start-date,,,,2
infrastructure-funding-statement,prefix,,,,2
infrastructure-funding-statement,reference,,,,2
infrastructure-funding-statement,start-date,,,,2
infrastructure-funding-statement,document-url,,,,3
infrastructure-funding-statement,documentation-url,,,,3
infrastructure-funding-statement,end-date,,,,3
infrastructure-funding-statement,entity,,,,3
infrastructure-funding-statement,entry-date,,,,3
infrastructure-funding-statement,name,,,,3
infrastructure-funding-statement,notes,,,,3
infrastructure-funding-statement,organisation,,,,3
infrastructure-funding-statement,period-end-date,,,,3
infrastructure-funding-statement,period-start-date,,,,3
infrastructure-funding-statement,prefix,,,,3
infrastructure-funding-statement,reference,,,,3
infrastructure-funding-statement,start-date,,,,3
local-nature-reserve,nature-reserve-status,,,,1
national-nature-reserve,nature-reserve-status,,,,1
specification,datasets,,,,2
specification,description,,,,2
specification,end-date,,,,2
specification,entry-date,,,,2
specification,github-discussion,,,,2
specification,name,,,,2
specification,json,,,,2
specification,prefix,,,,2
specification,specification,,,,2
specification,specification-status,,,,2
specification,documentation-url,,,,2
specification,start-date,,,,2
specification,version,,,,2
development-plan-geography-type,description,,,,1
flood-risk-level,description,,,,2
flood-risk-type,description,,,,2
park-and-garden-grade,description,,,,1
planning-application-status,description,,,,1
planning-application-type,description,,,,1
planning-decision,description,,,,1
site-category,description,,,,1
tree-preservation-zone-type,description,,,,1
local-area-requirements,documentation-url,,,,1
local-area-requirements,document-urls,,,,1
local-area-requirements,end-date,,,,1
local-area-requirements,entity,,,,1
local-area-requirements,entry-date,,,,1
local-area-requirements,name,,,,1
local-area-requirements,notes,,,,1
local-area-requirements,organisation,,,,1
local-area-requirements,period-start-date,,,,1
local-area-requirements,prefix,,,,1
local-area-requirements,reference,,,,1
local-area-requirements,start-date,,,,1
permitted-development-right,class,,,,2
permitted-development-right,description,,,,2
permitted-development-right,documentation-url,,,,2
permitted-development-right,end-date,,,,2
permitted-development-right,entity,,,,2
permitted-development-right,entry-date,,,,2
permitted-development-right,name,,,,2
permitted-development-right,notes,,,,2
permitted-development-right,permitted-development-right-part,,,,2
permitted-development-right,prefix,,,,2
permitted-development-right,reference,,,,2
permitted-development-right,start-date,,,,2
permitted-development-right,permitted-development-right-class,,,,2
issue,message,,,,1
cohort,description,,,,1
cohort,documentation-url,,,,1
cohort,end-date,,,,1
cohort,entry-date,,,,1
cohort,name,,,,1
cohort,project,,,,1
cohort,reference,,,,1
cohort,start-date,,,,1
field,dataset,,The dataset this field links to.,,1
provision-rule,dataset,,The dataset these organisations should provide.,,1
provision-rule,end-date,,,,1
provision-rule,entry-date,,,,1
provision-rule,include-exclude,,If this rule adds (includes) or removes (excludes) organisations from this rule.,,1
provision-rule,local-authority-type,,Match organisations with this value. A blank value matches any organisation.,,1
provision-rule,notes,,,,1
provision-rule,organisation,,Match the organisation with this CURIE. A blank value matches any organisation.,,1
provision-rule,organisation-dataset,,Match all the organisations within this dataset. A blank value matches any organisation.,,1
provision-rule,priority,,Rules with a lower number trump those with a larger value.,,1
provision-rule,project,,Match all the organisations in the project-organisation with a project field of this value.,,1
provision-rule,provision-reason,,The reason why organisations included by this rule should provide this dataset.,,1
provision-rule,reference,,,,1
provision-rule,start-date,,,,1
provision,dataset,,,,1
provision,end-date,,,,1
provision,entry-date,,,,1
provision,field,,,,1
provision,value,,,,1
provision,cohort,,,,1
provision,notes,,,,1
provision,organisation,,,,1
provision,project,,,,1
provision,provision-reason,,,,1
provision,provision-rule,,,,1
provision,specification,,,,1
provision,start-date,,,,1
cohort,cohort,,,,1
project-organisation,end-date,,,,1
project-organisation,entry-date,,,,1
project-organisation,cohort,,,,1
project-organisation,notes,,,,1
project-organisation,organisation,,,,1
project-organisation,project,,,,1
project-organisation,start-date,,,,1
role,description,,,,1
role,end-date,,,,1
role,entry-date,,,,1
role,notes,,,,1
role,organisation,,,,1
role,specification,,,,1
role,reference,,,,1
role,role,,,,1
role,start-date,,,,1
role,wikipedia,,,,1
role,wikidata,,,,1
role-organisation,end-date,,,,1
role-organisation,entry-date,,,,1
role-organisation,cohort,,,,1
role-organisation,notes,,,,1
role-organisation,organisation,,,,1
role-organisation,role,,,,1
role-organisation,start-date,,,,1
role-organisation-rule,dataset,,Match all the organisations within this dataset. A blank value matches any organisation.,,1
role-organisation-rule,end-date,,,,1
role-organisation-rule,entry-date,,,,1
role-organisation-rule,include-exclude,,If this rule adds (includes) or removes (excludes) organisations from this rule.,,1
role-organisation-rule,local-authority-type,,Match organisations with this value. A blank value matches any organisation.,,1
role-organisation-rule,notes,,,,1
role-organisation-rule,organisation,,Match the organisation with this CURIE. A blank value matches any organisation.,,1
role-organisation-rule,priority,,Rules with a lower number trump those with a larger value.,,1
role-organisation-rule,reference,,,,1
role-organisation-rule,start-date,,,,1
provision,role,,,,1
include-exclude,end-date,,,,1
include-exclude,entity,,,,1
include-exclude,entry-date,,,,1
include-exclude,include-exclude,,,,1
include-exclude,name,,,,1
include-exclude,start-date,,,,1
project,documentation-url,,,,1
provision-rule,provision-rule,,Reference for this rule,,1
provision-rule,role,,Match organisations with this role. A blank value matches any organisation.,,1
provision-rule,specification,,The specfication to follow.,,1
local-resilience-forum-boundary,categories,,,,1
local-resilience-forum-boundary,documentation-url,,,,1
local-resilience-forum-boundary,end-date,,,,1
local-resilience-forum-boundary,entity,,,,1
local-resilience-forum-boundary,entry-date,,,,1
local-resilience-forum-boundary,geography,,,,1
local-resilience-forum-boundary,geometry,,,,1
local-resilience-forum-boundary,legislation,,,,1
local-resilience-forum-boundary,local-resilience-forum-boundary,,,,1
local-resilience-forum-boundary,name,,,,1
local-resilience-forum-boundary,notes,,,,1
local-resilience-forum-boundary,organisation,,,,1
local-resilience-forum-boundary,point,,,,1
local-resilience-forum-boundary,prefix,,,,1
local-resilience-forum-boundary,reference,,,,1
local-resilience-forum-boundary,start-date,,,,1
local-resilience-forum,local-resilience-forum-boundary,,,,1
local-resilience-forum,whatdotheyknow-body,,,,1
government-organisation,company,,,,1
design-code-area-type,description,,,,1
design-code-area-type,end-date,,,,1
design-code-area-type,entity,,,,1
design-code-area-type,entry-date,,,,1
design-code-area-type,name,,,,1
design-code-area-type,notes,,,,1
design-code-area-type,prefix,,,,1
design-code-area-type,reference,,,,1
design-code-area-type,start-date,,,,1
design-code-characteristic,end-date,,,,1
design-code-characteristic,entity,,,,1
design-code-characteristic,entry-date,,,,1
design-code-characteristic,name,,,,1
design-code-characteristic,notes,,,,1
design-code-characteristic,description,,,,1
design-code-characteristic,prefix,,,,1
design-code-characteristic,reference,,,,1
design-code-characteristic,start-date,,,,1
design-code-rule-category,description,,,,1
design-code-rule-category,design-code-characteristic,,,,1
design-code-rule-category,end-date,,,,1
design-code-rule-category,entity,,,,1
design-code-rule-category,entry-date,,,,1
design-code-rule-category,name,,,,1
design-code-rule-category,notes,,,,1
design-code-rule-category,prefix,,,,1
design-code-rule-category,reference,,,,1
design-code-rule-category,start-date,,,,1
design-code-area,description,,,,2
design-code-area,design-code,,,,2
design-code-area,design-code-area-type,,,,2
design-code-area,design-code-rules,,,,2
design-code-area,document-url,,,,2
design-code-area,documentation-url,,,,2
design-code-area,end-date,,,,2
design-code-area,entity,,,,2
design-code-area,entry-date,,,,2
design-code-area,geometry,,,,2
design-code-area,name,,,,2
design-code-area,notes,,,,2
design-code-area,organisation,,,,2
design-code-area,point,,,,2
design-code-area,prefix,,,,2
design-code-area,reference,,,,2
design-code-area,start-date,,,,2
design-code-rule,description,,,,2
design-code-rule,design-code,,,,2
design-code-rule,design-code-rule-categories,,,,2
design-code-rule,document-url,,,,2
design-code-rule,documentation-url,,,,2
design-code-rule,end-date,,,,2
design-code-rule,entity,,,,2
design-code-rule,entry-date,,,,2
design-code-rule,name,,,,2
design-code-rule,notes,,,,2
design-code-rule,organisation,,,,2
design-code-rule,prefix,,,,2
design-code-rule,reference,,,,2
design-code-rule,start-date,,,,2
design-code,description,,,,2
design-code,design-code-status,,,,2
design-code,document-url,,,,2
design-code,documentation-url,,,,2
design-code,end-date,,,,2
design-code,entity,,,,2
design-code,entry-date,,,,2
design-code,name,,,,2
design-code,notes,,,,2
design-code,organisation,,,,2
design-code,prefix,,,,2
design-code,reference,,,,2
design-code,start-date,,,,2
expectation-issue,response-id,,,,1
expectation-issue,scope,,,,1
expectation-issue,message,,,,1
expectation-issue,dataset,,,,1
expectation-issue,organisation,,,,1
expectation-issue,table-name,,,,1
expectation-issue,field-name,,,,1
expectation-issue,row-id,,,,1
expectation-issue,rows,,,,1
expectation-issue,row,,,,1
expectation-issue,value,,,,1
expectation-issue,entry-date,,,,1
expectation-issue,start-date,,,,1
expectation-issue,end-date,,,,1
expectation-response,response-id,,,,1
expectation-response,result,,,,1
expectation-response,message,,,,1
expectation-response,severity,,,,1
expectation-response,responsibility,,,,1
expectation-response,checkpoint,,,,1
expectation-response,data-name,,,,1
expectation-response,entry-date,,,,1
expectation-response,start-date,,,,1
expectation-response,end-date,,,,1
conservation-area,designation-date,,,,2
conservation-area,documentation-url,,,,2
conservation-area,end-date,,,,2
conservation-area,entity,,,,2
conservation-area,entry-date,,,,2
conservation-area,geometry,,,,2
conservation-area,legislation,,,,2
conservation-area,name,,,,2
conservation-area,notes,,,,2
conservation-area,organisation,,,,2
conservation-area,point,,,,2
conservation-area,prefix,,,,2
conservation-area,reference,,,,2
conservation-area,start-date,,,,2
expectation-issue,expectation-result,,,,1
expectation-result,expectation-result,,,,1
expectation-result,passed,,,,1
expectation-result,message,,,,1
expectation-result,severity,,,,1
expectation-result,responsibility,,,,1
expectation-result,checkpoint,,,,1
expectation-result,data-name,,,,1
expectation-result,entry-date,,,,1
expectation-result,start-date,,,,1
expectation-result,end-date,,,,1
design-code-area,description,,,,3
design-code-area,design-code,,,,3
design-code-area,design-code-area-type,,,,3
design-code-area,design-code-rules,,,,3
design-code-area,documentation-url,,,,3
design-code-area,end-date,,,,3
design-code-area,entity,,,,3
design-code-area,entry-date,,,,3
design-code-area,geometry,,,,3
design-code-area,name,,,,3
design-code-area,notes,,,,3
design-code-area,organisation,,,,3
design-code-area,point,,,,3
design-code-area,prefix,,,,3
design-code-area,reference,,,,3
design-code-area,start-date,,,,3
design-code-rule,description,,,,3
design-code-rule,design-code,,,,3
design-code-rule,design-code-rule-categories,,,,3
design-code-rule,documentation-url,,,,3
design-code-rule,end-date,,,,3
design-code-rule,entity,,,,3
design-code-rule,entry-date,,,,3
design-code-rule,name,,,,3
design-code-rule,notes,,,,3
design-code-rule,organisation,,,,3
design-code-rule,prefix,,,,3
design-code-rule,reference,,,,3
design-code-rule,start-date,,,,3
endpoint,datasets,,,,1
endpoint,documentation-url,,,,1
